Drug	SMILES
lucitanib	CNC(=O)c1cccc2cc(ccc12)Oc1ccnc2cc(OCC3(N)CC3)c(OC)cc12
BS-181	CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12
lirimilast	CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(oc2c1)C(=O)c1ccc(Cl)cc1Cl
ivabradine	COc1cc2C[C@@H](CN(C)CCCN3CCc4cc(OC)c(OC)cc4CC3=O)c2cc1OC
oxonic-acid	OC(=O)c1nc(=O)[nH]c(=O)[nH]1
AZD9668	Cc1c(cc(C(=O)NCc2ccc(cn2)S(C)(=O)=O)c(=O)n1-c1cccc(c1)C(F)(F)F)-c1ccnn1C
1-phenylbiguanide	NC(=N)NC(=N)Nc1ccccc1
AZD7687	Cc1nc(C)c(nc1C(N)=O)-c1ccc(cc1)[C@H]1CC[C@H](CC(O)=O)CC1
PF-02545920	Cn1cc(c(n1)-c1ccc(OCc2ccc3ccccc3n2)cc1)-c1ccncc1
zibotentan	COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(cc1)-c1nnco1
olvanil	CCCCCCCC\C=C/CCCCCCCC(=O)NCc1ccc(O)c(OC)c1
rimexolone	CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
DAU-5884	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)N1Cc2ccccc2NC1=O
sulfamethizole	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
icotinib	C#Cc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1
pemirolast	Cc1cccn2c1ncc(-c1nnn[nH]1)c2=O
levobunolol	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12
oxypurinol	O=c1[nH]c2n[nH]cc2c(=O)[nH]1
T-0070907	[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1
TAK-632	Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F
mestranol	COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1
barasertib	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O
enocitabine	CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
sulfachlorpyridazine	Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1
LX1031	COc1cccc(c1)-c1ccc(cc1)[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F
temozolomide	Cn1nnc2c(ncn2c1=O)C(N)=O
tolazamide	Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1
MBX-2982	CCc1cnc(nc1)N1CCC(CC1)c1nc(COc2ccc(cc2)-n2cnnn2)cs1
primidone	CCC1(C(=O)NCNC1=O)c1ccccc1
sulfadiazine	Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1
AMG-208	COc1ccc2c(OCc3nnc4ccc(nn34)-c3ccccc3)ccnc2c1
EHop-016	CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc12
CGP-53353	Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1
nifekalant	Cn1c(NCCN(CCO)CCCc2ccc(cc2)[N+]([O-])=O)cc(=O)n(C)c1=O
acyclovir	Nc1nc2n(COCCO)cnc2c(=O)[nH]1
D-7193	CC(=O)N[C@@H](CSSC[C@H](NC(C)=O)C(O)=O)C(O)=O
etomoxir	CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1
vanoxerine	Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1
orotic-acid	OC(=O)c1cc(=O)[nH]c(=O)[nH]1
2-aminobenzenesulfonamide	Nc1ccccc1S(N)(=O)=O
SU3327	Nc1nnc(Sc2ncc(s2)[N+]([O-])=O)s1
disulfiram	CCN(CC)C(=S)SSC(=S)N(CC)CC
vonoprazan	CNCc1cc(-c2ccccc2F)n(c1)S(=O)(=O)c1cccnc1
azathioprine	Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O
guanfacine	NC(=N)NC(=O)Cc1c(Cl)cccc1Cl
sparteine-sulfate	C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
eugenol	COc1cc(CC=C)ccc1O
retapamulin	C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@H]1C[C@@H]2CC[C@H](C1)N2C
adapalene	COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O
L-NAME	COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O
deoxyepinephrine	CNCCc1ccc(O)c(O)c1
imetit	NC(=N)SCCc1c[nH]cn1
dextromethorphan	COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1
allylisothiocyanate	C=CCN=C=S
indinavir	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
miglustat	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
ouabain	C[C@@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O
tivantinib	O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23
alpha-linolenic-acid	CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
exemestane	C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
levocabastine	C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1
ditolylguanidine	Cc1ccccc1NC(=N)Nc1ccccc1C
actarit	CC(=O)Nc1ccc(CC(O)=O)cc1
vanillylacetone	COc1cc(CCC(C)=O)ccc1O
isoliquiritigenin	Oc1ccc(cc1)\C=C\C(=O)c1ccc(O)cc1O
obidoxime	O\N=C\c1cc[n+](COC[n+]2ccc(cc2)\C=N\O)cc1
rociletinib	COc1cc(ccc1Nc1ncc(c(Nc2cccc(NC(=O)C=C)c2)n1)C(F)(F)F)N1CCN(CC1)C(C)=O
abemaciclib	CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1
prucalopride	COCCCN1CCC(CC1)NC(=O)c1cc(Cl)c(N)c2CCOc12
5-BDBD	Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21
difluprednate	CCCC(=O)O[C@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@]12C)C(=O)COC(C)=O
methylnaltrexone	C[N@@+]1(CC2CC2)CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@]3(O)CCC4=O)ccc5O
ML133	COc1ccc(CNCc2cccc3ccccc23)cc1
SCMC-Lys	N[C@@H](CSCC(O)=O)C(O)=O
valnemulin	CC(C)[C@@H](N)C(=O)NCC(C)(C)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@]1(C)[C@H](C)CC3
lubiprostone	CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
GW-3965	OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1
arofylline	CCCn1c(=O)n(-c2ccc(Cl)cc2)c2[nH]cnc2c1=O
LY225910	CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O
ZK-93423	CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC
ML347	COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12
clofarabine	Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
betamethasone-valerate	CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
cefonicid	O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1
tanshinone-i	Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12
denatonium-benzoate	CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1
tracazolate	CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12
cimetidine	CN\C(NCCSCc1nc[nH]c1C)=N/C#N
AMG-517	CC(=O)Nc1nc2c(Oc3cc(ncn3)-c3ccc(cc3)C(F)(F)F)cccc2s1
LY215490	OC(=O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1
CGP-71683	Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12
MF-101	Oc1ccc(cc1)[C@@H]1CC(=O)c2ccc(O)cc2O1
imidapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](CN(C)C1=O)C(O)=O
glasdegib	CN1CC[C@H](C[C@@H]1c1nc2ccccc2[nH]1)NC(=O)Nc1ccc(cc1)C#N
methicillin	COc1cccc(OC)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O
streptozotocin	CN([N+][O-])C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
trimethobenzamide	COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1
moexipril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O
levalbuterol	CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
tyrphostin-AG-494	Oc1ccc(cc1O)\C=C(/C#N)C(=O)Nc1ccccc1
tilorone	CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1
methoprene-(s)	COC(C)(C)CCC[C@H](C)C\C=C\C(C)=C\C(=O)OC(C)C
GP2a	Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1
6-chloromelatonin	COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl
HEMADO	CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
methylergometrine	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
PD-123319	CN(C)c1ccc(Cn2cnc3CN([C@@H](Cc23)C(O)=O)C(=O)C(c2ccccc2)c2ccccc2)cc1C
levodopa	N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O
glimepiride	CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
AZD5069	C[C@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO
parthenolide-(-)	C\C1=C\CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
adoprazine	Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1
theobromine	Cn1cnc2n(C)c(=O)[nH]c(=O)c12
enprofylline	CCCn1c2nc[nH]c2c(=O)[nH]c1=O
bunazosin	CCCC(=O)N1CCCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1
asiatic-acid	C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O
taranabant	C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N
caprylic-acid	CCCCCCCC(O)=O
levonorgestrel	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
methylprednisolone	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
ciclesonide	CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1
GZD824	CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4[nH]ncc4c3)cc2C(F)(F)F)CC1
SR-59230A	CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc12
alrestatin	OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23
dacarbazine	CN(C)\N=N\c1[nH]cnc1C(N)=O
levomepromazine	COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
yohimbine	COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
danegaptide	NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)c1ccccc1
CS-917	CC(C)Cc1sc(N)nc1-c1ccc(o1)P(O)(O)=O
SR-27897	OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl
gimeracil	Oc1cc(=O)[nH]cc1Cl
laurocapram	CCCCCCCCCCCCN1CCCCCC1=O
rotundine	COc1cc2CCN3Cc4c(C[C@H]3c2cc1OC)ccc(OC)c4OC
liranaftate	COc1cccc(n1)N(C)C(=S)Oc1ccc2CCCCc2c1
SANT-2	CCOc1cc(cc(OCC)c1OCC)C(=O)Nc1ccc(Cl)c(c1)-c1nc2ccccc2[nH]1
sodium-glucoheptonate	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O
calcium-gluceptate	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O
niclosamide	Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O
KU-60019	C[C@H]1CN(CC(=O)Nc2ccc3Sc4c(Cc3c2)cccc4-c2cc(=O)cc(o2)N2CCOCC2)C[C@@H](C)O1
ABT-702	Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1
TXA127	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(O)=O
cycloheximide	C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1
pyrithyldione	CCC1(CC)C(=O)NC=CC1=O
WAY-170523	Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO
chlorprothixene	CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12
broxaldine	Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1
carmustine	[O-][N+]N(CCCl)C(=O)NCCCl
AZ-10417808	[O-][N+](=O)c1cc(C(=O)NCC=C)c2nc(Nc3ccc(Cl)c(Cl)c3)[nH]c(=O)c2c1
aceneuramic-acid	CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O
asymmetrical-dimethylarginine	CN(C)C(=N)NCCC[C@H](N)C(O)=O
esculin	OC[C@H]1O[C@@H](Oc2cc3ccc(=O)oc3cc2O)[C@@H](O)[C@@H](O)[C@@H]1O
I-BET151	COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C
nor-Binaltorphimine-dihydrochloride	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2[C@@H]4Oc6c7c(C[C@H]8N(CC9CC9)CC[C@@]47[C@@]8(O)Cc2c1C[C@@]35O)ccc6O
dolutegravir	C[C@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
SB-206553	Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1
copper-histidine	N[C@H](Cc1c[nH]cn1)C(O)=O
picrotoxinin	CC(=C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]33C(=O)O[C@H]2[C@]13C
bindarit	CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(O)=O
PU-H71	CC(C)NCCCn1c(Sc2cc3OCOc3cc2I)nc2c(N)ncnc12
tamibarotene	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12
bufexamac	CCCCOc1ccc(CC(=O)NO)cc1
omecamtiv-mecarbil	COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1
cyromazine	Nc1nc(N)nc(NC2CC2)n1
setiptiline	CN1CCC2=C(C1)c1ccccc1Cc1ccccc21
stemregenin-1	CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12
GSK1070916	CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1
ethaverine	CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC
DMeOB	COc1cccc(c1)\C=N\N=C\c1cccc(OC)c1
ribociclib	CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n1C1CCCC1
sapropterin	C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1
hydroflumethiazide	NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F
BD-1047	CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1
tetramethylthiuram-monosulfide	CN(C)C(=S)SC(=S)N(C)C
glyburide	COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
m-Chlorophenylbiguanide	NC(=N)NC(=N)Nc1cccc(Cl)c1
tonabersat	CC(=O)c1ccc2OC(C)(C)[C@@H](O)[C@@H](NC(=O)c3ccc(F)c(Cl)c3)c2c1
go-6983	COc1ccc2n(CCCN(C)C)cc(C3=C(C(=O)NC3=O)c3c[nH]c4ccccc34)c2c1
fexinidazole	CSc1ccc(OCc2ncc(n2C)[N+]([O-])=O)cc1
lycopene	CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(/C)CCC=C(C)C
trientine	NCCNCCNCCN
rivaroxaban	Clc1ccc(s1)C(=O)NC[C@H]1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O
1-hexadecanol	CCCCCCCCCCCCCCCCO
CEP-33779	CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1
astemizole	COc1ccc(CCN2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1
mifepristone	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C
clozapine	CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12
kenpaullone	Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
efaproxiral	Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(O)=O)cc2)c1
filanesib	CON(C)C(=O)N1N=C(S[C@@]1(CCCN)c1ccccc1)c1cc(F)ccc1F
conivaptan	Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4-c4ccccc4)cc3)c3ccccc3-c2[nH]1
idebenone	COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
zardaverine	COc1cc(ccc1OC(F)F)-c1ccc(=O)[nH]n1
GSK256066	COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c2cccc(c2)C(=O)N(C)C)C(N)=O)c1
MRS-1220	Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1
piromidic-acid	CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCCC1
AZD8330	Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
RU-28318	CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(O)=O)[C@H]12
fipexide	Clc1ccc(OCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)cc1
doxepin	CN(C)CC\C=C1\c2ccccc2COc2ccccc12
ABT-724	C(N1CCN(CC1)c1ccccn1)c1nc2ccccc2[nH]1
SB-525334	Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C
dioscin	C[C@@H]1[C@@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](CC[C@]5(C)[C@@H]4CC[C@]23C)O[C@@H]2O[C@@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O[C@]11CC[C@@H](C)CO1
tylosin	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
PF-03758309	CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1
afobazole	CCOc1ccc2[nH]c(SCCN3CCOCC3)nc2c1
etoposide	COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12
acepromazine	CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(C)=O
3,3'-diindolylmethane	C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12
LY2183240	CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1
tirofiban	CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O
camptothecin	CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O
etidronic-acid	CC(O)(P(O)(O)=O)P(O)(O)=O
L-732,138	CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F
paroxetine	Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1
clocortolone-pivalate	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
ethamivan	CCN(CC)C(=O)c1ccc(O)c(OC)c1
gadodiamide	CNC(=O)CN1CCN2CCN(CC(=O)NC)CC(=O)O[Gd](OC(=O)C1)OC(=O)C2
traxoprodil	C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(CC1)c1ccccc1
clonazepam	[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1
bumetanide	CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O
narlaprevir	CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1
domperidone	Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1
phenacetin	CCOc1ccc(NC(C)=O)cc1
uprosertib	Cn1ncc(Cl)c1-c1cc(oc1Cl)C(=O)N[C@H](CN)Cc1ccc(F)c(F)c1
FK-3311	CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1
3-AQC	C=CCN1CCN(CC1)c1nc2ccccc2nc1C#N
thiamet-g	CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1
imipramine	CN(C)CCCN1c2ccccc2CCc2ccccc12
diazooxonorleucine	N[C@@H](CCC(=O)C=[N+]=N)C(O)=O
cilomilast	COc1ccc(cc1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N
VER-49009	CCNC(=O)c1[nH]nc(c1-c1ccc(OC)cc1)-c1cc(Cl)c(O)cc1O
serotonin	NCCc1c[nH]c2ccc(O)cc12
sulisobenzone	COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1
roxithromycin	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
beta-amyloid-synthesis-inhibitor	Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1
PD-128907	CCCN1CCO[C@H]2[C@@H]1COc1ccc(O)cc21
ganetespib	CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O
JK-184	CCOc1ccc(Nc2nc(cs2)-c2c(C)nc3ccccn23)cc1
MK-0773	CN1[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NCc5nc6cccnc6[nH]5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C=C(F)C1=O
hesperidin	COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1
SAR131675	CCn1c(N)c(C(=O)NC)c(=O)c2ccc(nc12)C#C[C@@](C)(O)COC
apraclonidine	Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
azimilide	CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1
