StructID,MoAs,Targets
ST28212,Acetylcholine receptor antagonist,SLC18A2
ST28213,Acetylcholine receptor antagonist,CHRM1
ST28214,Acetylcholine receptor antagonist,CHRNA2
ST28215,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST28216,Acetylcholine receptor antagonist,CHRNA7
ST28217,Acetylcholine receptor antagonist,CHRM5
ST28218,Acetylcholine receptor antagonist,CACNA1C
ST28219,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST28220,Acetylcholine receptor antagonist,CHRM4
ST28221,Acetylcholine receptor antagonist,CHRM1
ST28222,Acetylcholine receptor antagonist,CHRM1
ST28223,Acetylcholine receptor antagonist,CHRM1
ST28224,Acetylcholine receptor antagonist,CHRNA2
ST28225,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28226,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28227,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28228,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28229,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST28230,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST28231,Acetylcholine receptor antagonist,GLRA1
ST28232,Acetylcholine receptor antagonist,CHRM1
ST28233,Acetylcholine receptor antagonist,CHRM3
ST28234,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28235,Acetylcholine receptor antagonist,CHRM1
ST28236,Acetylcholine receptor antagonist,CHRM4|CHRM3
ST28237,Acetylcholine receptor antagonist,CHRNA2|HTR3A
ST28238,Acetylcholine receptor antagonist,CHRNA2|HTR3A
ST28239,Acetylcholine receptor antagonist,CHRM1|CHRM3
ST28240,Acetylcholine receptor antagonist,CHRNA2
ST28241,Acetylcholine receptor antagonist,CHRNA2
ST28242,Acetylcholine receptor antagonist,CHRNA2
ST28243,Acetylcholine receptor antagonist,CHRM3
ST28244,Aryl hydrocarbon receptor agonist,AHR
ST28245,Dihydrofolate reductase inhibitor,DHFR
ST28246,Dihydrofolate reductase inhibitor,DHFR
ST28247,Dihydrofolate reductase inhibitor,DHFR
ST28248,Dopamine receptor partial agonist,HTR1A|HTR2A|DRD2
ST28249,Lysophospholipid receptor agonist,S1PR4
ST28250,Lysophospholipid receptor agonist,S1PR3
ST28251,Lysophospholipid receptor agonist,S1PR3
ST28252,Lysophospholipid receptor agonist,S1PR3
ST28253,Lysophospholipid receptor agonist,S1PR1
ST28254,Mitochondrial complex I inhibitor,ND1
ST28255,Nitric oxide production inhibitor,MAOB
ST28256,Norepinephrine reputake inhibitor,DRD3|SLC6A2|HTR2A|DRD1|DRD4|DRD2|HTR6|SLC6A4
ST28257,Norepinephrine reuptake inhibitor,SLC6A2
ST28258,Ornithine decarboxylase inhibitor,ODC1
ST28259,Protein tyrosine kinase activator,PRKCA
ST28260,Protein tyrosine kinase inhibitor,ABL1|EGFR
ST28261,Protein tyrosine kinase inhibitor,EGFR
ST28262,Pyruvate kinase isozyme activator,PKM
ST28263,Pyruvate kinase isozyme activator,PKM
ST28264,Secretory phospholipase inhibitor,PLA2G2A
ST28265,Serine/threonine kinase inhibitor,ACVR1|BMPR1A
ST28266,Sodium/calcium exchange inhibitor,SLC8A1
ST28267,Stearoyl-CoA desaturase inhibitor,SCD
ST28268,Thymidine phosphorylase inhibitor,TYMP
ST28269,Benzodiazepine receptor antagonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28270,Benzodiazepine receptor antagonist,TSPO
ST28271,Benzodiazepine receptor antagonist,GABRA1
ST28272,Bone morphogenic protein inhibitor,ABL1|ACVR1|RIPK2
ST28273,G protein-coupled receptor agonist,GPBAR1
ST28274,Glucocorticoid receptor antagonist,CYP19A1|CYP11A1
ST28275,Isocitrate dehydrogenase inhibitor,IDH1
ST28276,Isocitrate dehydrogenase inhibitor,IDH2
ST28277,Isocitrate dehydrogenase inhibitor,ACO1|IDH1
ST28278,Mineralocorticoid receptor agonist,NR3C2
ST28279,Mineralocorticoid receptor agonist,NR3C2
ST28280,Ribonucleoside reductase inhibitor,RRM1|POLA1|RRM2
ST28281,Ribonucleoside reductase inhibitor,RRM1|POLA1|RRM2
ST28282,Ribonucleoside reductase inhibitor,RRM1|RRM2
ST28283,Ribonucleotide reductase inhibitor,POLB|POLA1
ST28284,Ribonucleotide reductase inhibitor,POLB|POLA1
ST28285,Ribonucleotide reductase inhibitor,POLB|POLA1
ST28286,Ribonucleotide reductase inhibitor,RRM1
ST28287,Ribonucleotide reductase inhibitor,RRM1
ST28288,Serotonin receptor inverse agonist,HTR2A
ST28289,Serotonin receptor partial agonist,HTR3A
ST28290,Serotonin receptor partial agonist,HTR4
ST28291,Serotonin receptor partial agonist,HTR4
ST28292,Serotonin receptor partial agonist,HTR4|HTR2B
ST28293,Sodium/hydrogen antiport inhibitor,SLC9A1|GNRHR
ST28294,Structural glycoprotein antagonist,ITGA2B|ITGB3
ST28295,Dopamine beta hydroxylase inhibitor,DBH
ST28296,GLCNAC phosphotransferase inhibitor,GNPTAB
ST28297,GLCNAC phosphotransferase inhibitor,GNPTAB
ST28298,Methionine aminopeptidase inhibitor,METAP2
ST28299,Myosin light chain kinase inhibitor,MYLK
ST28300,Cannabinoid receptor inverse agonist,CNR2
ST28301,Cannabinoid receptor inverse agonist,CNR2
ST28302,Cannabinoid receptor inverse agonist,CNR2
ST28303,Cannabinoid receptor inverse agonist,CNR1
ST28304,Cannabinoid receptor partial agonist,CNR2|CNR1
ST28305,Dihydropteroate synthetase inhibitor,DHPS
ST28306,G protein-coupled receptor modulator,CHRM1|DRD2|CHRM2|DRD1
ST28307,Histone lysine demethylase inhibitor,KDM6B|KDM6A
ST28308,Histone lysine demethylase inhibitor,KDM1A
ST28309,Leucine rich repeat kinase inhibitor,LRRK2
ST28310,Lysophospholipid receptor antagonist,S1PR2
ST28311,Norepinephrine transporter inhibitor,SLC6A3|SLC6A2|SLC6A4
ST28312,Norepinephrine transporter inhibitor,MAOA|MAOB
ST28313,Penicillin binding protein inhibitor,CYP2C19|SLC15A1|SLC15A2|SLC22A6
ST28314,Voltage-gated sodium channel blocker,SCN5A
ST28315,Voltage-gated sodium channel blocker,SCN1A|SCN9A|SCN3A
ST28316,Voltage-gated sodium channel blocker,CYP2C19|CYP2D6
ST28317,Catecholamine depleting sympatholytic,SLC18A1|SLC18A2
ST28318,Hemozoin biocrystallization inhibitor,KCNN4
ST28319,Hemozoin biocrystallization inhibitor,KCNN4
ST28320,Hemozoin biocrystallization inhibitor,KCNN4
ST28321,"Indoleamine 2,3-dioxygenase inhibitor",IDO1
ST28322,Mineralocorticoid receptor antagonist,NR3C2
ST28323,Mineralocorticoid receptor antagonist,NR3C2
ST28324,Mineralocorticoid receptor antagonist,NR3C2|PGR
ST28325,Mineralocorticoid receptor antagonist,NR3C2|PGR
ST28326,Mineralocorticoid receptor antagonist,NR3C2
ST28327,Mineralocorticoid receptor antagonist,NR3C2
ST28328,Mineralocorticoid receptor antagonist,NR3C2
ST28329,Mineralocorticoid receptor antagonist,NR3C2
ST28330,Mineralocorticoid receptor antagonist,NR3C2
ST28331,Phenylalanine 4-hydroxylase stimulant,TH|PAH
ST28332,Selective estrogen receptor modulator,ESR1
ST28333,Selective serotonin reuptake enhancer,OPRD1|OPRM1|OPRK1|SLC6A4
ST28334,Ubiquitin specific protease inhibitor,SENP2|USP2|USP7|USP1
ST28335,Ubiquitin specific protease inhibitor,SENP2|USP2|USP7|USP1
ST28336,Carbamoyl phosphate synthase activator,CPS1
ST28337,Catechol O methyltransferase inhibitor,COMT
ST28338,Catechol O methyltransferase inhibitor,BCL2L1
ST28339,Catechol O methyltransferase inhibitor,COMT
ST28340,DNA dependent protein kinase inhibitor,PRKDC
ST28341,Dihydroorotate dehydrogenase inhibitor,DHODH
ST28342,Dihydroorotate dehydrogenase inhibitor,IL17A|DHODH
ST28343,Dihydroorotate dehydrogenase inhibitor,DHODH
ST28344,Kinesin-like spindle protein inhibitor,KIF11
ST28345,Selective serotonin reuptake inhibitor,SLC6A4
ST28346,Selective serotonin reuptake inhibitor,SLC6A4
ST28347,Selective serotonin reuptake inhibitor,SLC6A4
ST28348,Selective serotonin reuptake inhibitor,SLC6A4
ST28349,Selective serotonin reuptake inhibitor,SLC6A4
ST28350,Selective serotonin reuptake inhibitor,SLC6A4
ST28351,Sodium/glucose cotransporter inhibitor,SLC5A2|SLC5A1
ST28352,Sodium/glucose cotransporter inhibitor,SLC5A2
ST28353,Sodium/glucose cotransporter inhibitor,SLC5A2
ST28354,Sodium/glucose cotransporter inhibitor,SLC5A2
ST28355,Sodium/glucose cotransporter inhibitor,SLC5A2|SLC5A1
ST28356,Sodium/glucose cotransporter inhibitor,SLC5A2|SLC5A1
ST28357,Solute carrier family member inhibitor,SLC12A1|SLC12A2
ST28358,Ubiquitin-conjugating enzyme inhibitor,UBE2N
ST28359,Angiotensin converting enzyme inhibitor,ACE
ST28360,Angiotensin converting enzyme inhibitor,ACE
ST28361,Angiotensin converting enzyme inhibitor,ACE
ST28362,Angiotensin converting enzyme inhibitor,ACE
ST28363,Angiotensin converting enzyme inhibitor,ACE
ST28364,Angiotensin converting enzyme inhibitor,SLC18A2
ST28365,Angiotensin converting enzyme inhibitor,ACE
ST28366,Angiotensin converting enzyme inhibitor,ACE
ST28367,Angiotensin converting enzyme inhibitor,ACE
ST28368,Angiotensin converting enzyme inhibitor,ACE
ST28369,Angiotensin converting enzyme inhibitor,ACE
ST28370,Angiotensin converting enzyme inhibitor,ACE
ST28371,Angiotensin converting enzyme inhibitor,ACE
ST28372,Angiotensin converting enzyme inhibitor,ACE
ST28373,Angiotensin converting enzyme inhibitor,ACE
ST28374,Angiotensin converting enzyme inhibitor,ACE
ST28375,Angiotensin converting enzyme inhibitor,ACE
ST28376,Angiotensin converting enzyme inhibitor,ACE
ST28377,Angiotensin converting enzyme inhibitor,ACE
ST28378,Angiotensin converting enzyme inhibitor,ACE
ST28379,Angiotensin converting enzyme inhibitor,ACE
ST28380,Angiotensin converting enzyme inhibitor,ACE
ST28381,Angiotensin converting enzyme inhibitor,ACE
ST28382,Angiotensin converting enzyme inhibitor,ACE
ST28383,Bacterial cell wall synthesis inhibitor,IDE
ST28384,Bacterial cell wall synthesis inhibitor,SLC15A1|SLC22A8|SLC15A2|SLC22A6
ST28385,Bacterial cell wall synthesis inhibitor,SLC15A1|SLC22A8|SLC15A2|SLC22A6
ST28386,Bacterial cell wall synthesis inhibitor,CYP1A2|CYP3A4|SLC22A6
ST28387,Histamine N-methyltransferase inhibitor,HNMT
ST28388,Hydroxycarboxylic acid receptor agonist,HCAR3
ST28389,Membrane metalloendopeptidase inhibitor,MME
ST28390,Pyruvate dehydrogenase kinase inhibitor,PDPK1|PDK1
ST28391,Pyruvate dehydrogenase kinase inhibitor,PDPK1|PDK1
ST28392,Trace amine associated receptor agonist,TAAR1
ST28393,Tumor necrosis factor release inhibitor,TNF
ST28394,Tumor necrosis factor release inhibitor,TNF
ST28395,Aspartate carbamoyltransferase inhibitor,CAD
ST28396,Carnitine palmitoyltransferase inhibitor,CPT1A
ST28397,Carnitine palmitoyltransferase inhibitor,CPT1A
ST28398,Carnitine palmitoyltransferase inhibitor,CPT1A
ST28399,Carnitine palmitoyltransferase inhibitor,CPT2|CPT1A
ST28400,Ionotropic glutamate receptor antagonist,GRIN2B
ST28401,Kelch-like ECH-associated protein ligand,KEAP1
ST28402,Kelch-like ECH-associated protein ligand,KEAP1
ST28403,Phosphatidylglycerophosphatase inhibitor,PTPMT1
ST28404,Bacterial 30S ribosomal subunit inhibitor,KCNN4
ST28405,Bacterial 50S ribosomal subunit inhibitor,ALB|KCNH2|MLNR|CYP51A1|CYP3A4|ABCB1|SLC47A1
ST28406,Bacterial 50S ribosomal subunit inhibitor,MAOA|MAOB
ST28407,Dihydropyrimidine dehydrogenase inhibitor,DPYD
ST28408,GABA benzodiazepine site receptor agonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28409,Lysophosphatidic acid receptor antagonist,LPAR1|LPAR3
ST28410,Tumor necrosis factor receptor antagonist,TLR4
ST28411,Vesicular monoamine transporter inhibitor,SLC18A1|SLC18A2
ST28412,Vesicular monoamine transporter inhibitor,SLC18A1|SLC18A2
ST28413,Vesicular monoamine transporter inhibitor,SLC18A1|SLC18A2
ST28414,Vesicular monoamine transporter inhibitor,SLC18A2
ST28415,Vesicular monoamine transporter inhibitor,SLC18A2
ST28416,Vesicular monoamine transporter inhibitor,SLC18A2
ST28417,Breast cancer resistance protein inhibitor,ABCG2
ST28418,Diacylglycerol O acyltransferase inhibitor,DGAT1
ST28419,Dopamine-norepinephrine reuptake inhibitor,SLC6A3|SLC6A2
ST28420,Histone lysine methyltransferase inhibitor,EHMT2
ST28421,Histone lysine methyltransferase inhibitor,SUV39H1
ST28422,Histone lysine methyltransferase inhibitor,CDK4
ST28423,Histone lysine methyltransferase inhibitor,EHMT2
ST28424,Importin-beta transport receptor inhibitor,KPNB1
ST28425,Nucleoside reverse transcriptase inhibitor,PNP
ST28426,Receptor tyrosine protein kinase inhibitor,EGFR|ERBB2
ST28427,Receptor tyrosine protein kinase inhibitor,ERBB2
ST28428,Acetylcholine receptor allosteric modulator,CHRNA7
ST28429,Cholesterylester transfer protein inhibitor,CETP
ST28430,Excitatory amino acid transporter inhibitor,SLC1A2|SLC1A3|SLC1A1
ST28431,Glucose 6-phosphate dehydrogenase inhibitor,G6PD
ST28432,Hepatocyte growth factor receptor inhibitor,MET
ST28433,Hydroxyphenylpyruvate dioxygenase inhibitor,HPD
ST28434,Runt-related transcription factor inhibitor,RUNX1
ST28435,Cholesteryl ester transfer protein inhibitor,CETP
ST28436,Cholesteryl ester transfer protein inhibitor,CETP
ST28437,Growth hormone secretagogue receptor agonist,GHSR
ST28438,"Mitochondrial ADP, ATP translocase inhibitor",SLC25A4
ST28439,Aromatic L-amino acid decarboxylase inhibitor,DDC
ST28440,Aromatic L-amino acid decarboxylase inhibitor,DDC
ST28441,Inhibitor of translocation of PKCq in T cells,PRKCQ
ST28442,Luteinizing hormone releasing hormone agonist,GNRHR
ST28443,Enoyl-acyl-carrier protein reductase inhibitor,DNMT1
ST28444,Non-nucleoside reverse transcriptase inhibitor,CYP3A5|CYP3A4
ST28445,Non-nucleoside reverse transcriptase inhibitor,CYP3A4
ST28446,Non-nucleoside reverse transcriptase inhibitor,CYP2C19|CYP2C9|CYP3A4
ST28447,Platelet activating factor receptor antagonist,PTAFR
ST28448,Platelet activating factor receptor antagonist,PTAFR
ST28449,Platelet activating factor receptor antagonist,PTAFR
ST28450,Thyrotropin releasing hormone receptor agonist,TRHR
ST28451,Thyrotropin releasing hormone receptor agonist,TRHR
ST28452,Growth hormone releasing peptide ligand agonist,GHSR
ST28453,Niacinamide phosphoribosyltransferase inhibitor,NAMPT
ST28454,Serum/glucocorticoid regulated kinase inhibitor,SGK1
ST28455,Sodium/potassium/chloride transporter inhibitor,SLC12A3
ST28456,Sodium/potassium/chloride transporter inhibitor,SLC12A1
ST28457,Sodium/potassium/chloride transporter inhibitor,SLC12A1
ST28458,Sodium/potassium/chloride transporter inhibitor,CYP2C9|SLC12A1
ST28459,Glutamate receptor negative allosteric modulator,GRM5
ST28460,GABA benzodiazepine site receptor inverse agonist,GABRA1|GABRA3|GABRA2|GABRA5
ST28461,GABA benzodiazepine site receptor partial agonist,GABRA1|GABRA3|GABRA2|GABRA5
ST28462,Glucose dependent insulinotropic receptor agonist,GPR119
ST28463,Neural Wiskott-Aldrich syndrome protein inhibitor,WASL
ST28464,Eukaryotic translation initiation factor inhibitor,EIF2S1
ST28465,Intermediate conductance potassium channel blocker,KCNN4
ST28466,Microsomal trigylceride transfer protein inhibitor,MTTP
ST28467,3beta-hydroxy-delta5-steroid dehydrogenase inhibitor,HSD3B2|ESR1|ESR2
ST28468,NADH-ubiquinone oxidoreductase (Complex I) inhibitor,AKT1
ST28469,Thyroid-stimulating hormone receptor inverse agonist,TSHR
ST28470,Calcium/calmodulin dependent protein kinase inhibitor,CAMK2A
ST28471,Calcium/calmodulin dependent protein kinase inhibitor,CAMK2A
ST28472,Gonadotropin releasing factor hormone receptor agonist,GNRHR
ST28473,Gonadotropin releasing factor hormone receptor agonist,GNRHR
ST28474,Gonadotropin releasing factor hormone receptor antagonist,GNRHR
ST28475,"Precursor for food preservatives, plasticizers and medicinal compounds",RAB9A
ST315,GSK-3 inhibitor|CDK inhibitor,GSK3A|CDK1|CDK5
ST372,Tyrosine kinase inhibitor|EGFR inhibitor,EGFR
ST426,Prostanoid receptor agonist,PTGER1|PTGER2
ST487,Tyrosine kinase inhibitor|EGFR inhibitor,EGFR
ST493,EGFR inhibitor,ERBB2
ST595,CAR agonist,NR1I3
ST596,CAR agonist,NR1I3
ST597,ALK inhibitor,ACVR1
ST598,Akt inhibitor,AKT2|AKT1|AKT3
ST599,Fibroblast growth factor inhibitor|VEGFR inhibitor|Akt inhibitor|MTOR inhibitor,MTOR
ST600,BCL inhibitor,BCL2
ST601,BTK inhibitor,BTK
ST602,CHK inhibitor|PKC inhibitor|CDK inhibitor,PDPK1|CDK4|CHEK2|CHEK1|PRKCA|CDK1
ST603,CDK inhibitor,CDK1
ST604,HSP inhibitor,HSP90AA1
ST605,ITK inhibitor,ITK
ST606,Mediator release inhibitor|EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor,JAK3
ST607,FLT3 inhibitor|RET tyrosine kinase inhibitor|KIT inhibitor|PDGFR inhibitor|VEGFR inhibitor,PDGFRB|FLT4|RET|FLT3|PDGFRA|KIT|FLT1|KDR
ST608,MDM inhibitor,MDM2
ST609,MDM inhibitor,MDM2
ST610,MDM inhibitor,MDM2
ST611,MEK inhibitor,MAP2K1
ST612,PKC inhibitor,PRKCB
ST613,AMPK activator,PRKAA1
ST614,AMPK activator,PTPN1
ST615,EGFR inhibitor,EGFR
ST616,HDAC inhibitor,HDAC3
ST617,HDAC inhibitor,HDAC1
ST618,HDAC inhibitor,HDAC6
ST619,HDAC inhibitor,MDM2|HDAC1
ST620,HDAC inhibitor,HDAC2|HDAC1
ST621,PI3K inhibitor|MTOR inhibitor,PIK3CD|PIK3CA|PIK3CG|MTOR
ST622,PI3K inhibitor|MTOR inhibitor,MTOR
ST623,MTOR inhibitor,MTOR
ST624,PI3K inhibitor,PIK3CG
ST625,RIPK inhibitor,RIPK1
ST626,SIRT inhibitor,SIRT2|SIRT1|SIRT3
ST627,TP53 inhibitor,ACHE
ST628,VEGFR inhibitor|PDGFR inhibitor,PDGFRB
ST629,USP14 inhibitor,USP14
ST630,VEGFR inhibitor,KDR
ST631,ATPase inhibitor,CASP3
ST632,Dynamin inhibitor,DNM1
ST633,Tubulin inhibitor,TUBB
ST634,Arginase inhibitor,ARG1|ARG2
ST635,Exportin antagonist,XPO1
ST636,Glutamate inhibitor|Chloride channel antagonist|Gap junction modulator,SLC1A2
ST637,Porcupine inhibitor,PORCN
ST638,Urokinase inhibitor,PLAUR
ST639,Abl kinase inhibitor,ABL1|BCR
ST640,Neprilysin inhibitor,MME
ST641,Pim kinase inhibitor,PIM1
ST642,Proteasome inhibitor,PSMB1
ST643,Bromodomain inhibitor,BRD3|BRD2|BRD4
ST644,Microtubule inhibitor,TUBB
ST645,PPAR receptor agonist,PPARG
ST646,Lipoxygenase inhibitor,ALOX12
ST647,Aurora kinase inhibitor,AURKB
ST648,Casein kinase inhibitor,CSNK1E
ST649,Opioid receptor antagonist|NOP receptor antagonist,OPRL1
ST650,Opioid receptor agonist,OPRD1
ST651,Phospholipase activator,PLCG1|PLCB3|PLCD1|PLCB2|PLCG2
ST652,Topoisomerase inhibitor,TOP2A
ST653,Topoisomerase inhibitor,TOP1
ST654,Cyclooxygenase inhibitor,PTGS2
ST655,Cyclooxygenase inhibitor|Prostanoid receptor antagonist|Prostanoid receptor inhibitor,PTGS1
ST656,Dopamine receptor ligand,DRD2
ST657,P-glycoprotein inhibitor,ABCB1
ST658,PPAR receptor antagonist,PPARG
ST659,Protein kinase inhibitor,RPS6KA3
ST660,Dopamine receptor agonist,DRD3
ST661,Dopamine receptor antagonist|Dopamine receptor agonist,DRD2|DRD1
ST662,Estrogen receptor agonist,ESR1
ST663,Potassium channel blocker,KCNA3|KCNH2|KCNA5
ST664,Adenosine kinase inhibitor,MAPK3
ST665,Aldose reductase inhibitor,AKR1B1
ST666,Glutamate receptor agonist,GRIK1
ST667,Guanylyl cyclase inhibitor,GUCY1A2
ST668,Melatonin receptor agonist,MTNR1A|MTNR1B|NQO2
ST669,Melatonin receptor agonist,MTNR1A|MTNR1B
ST670,Opioid receptor antagonist,OPRK1
ST671,Opioid receptor antagonist,OPRD1
ST672,Opioid receptor antagonist,OPRK1
ST673,Serotonin receptor agonist,HTR2A|HTR6
ST674,Serotonin receptor agonist,HTR2C|HTR1D|HTR2A|HTR2B
ST675,Serotonin receptor agonist,HTR3B|HTR2A|HTR3A
ST676,Serotonin receptor agonist,HTR2A
ST677,Serotonin receptor agonist|Serotonin receptor antagonist,HTR1D|HTR2A
ST678,Adrenergic receptor agonist,CHRNA7
ST679,Chloride channel antagonist,CFTR
ST680,Phosphodiesterase inhibitor,PDE5A
ST681,Cannabinoid receptor agonist,CNR2
ST682,Cannabinoid receptor agonist,CNR2
ST683,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|HRH1|DRD1|HTR2A|HTR1E|HTR1D|DRD2
ST684,Estrogen receptor antagonist,ESR2
ST685,Sphingosine kinase inhibitor,SPHK1
ST686,Adenosine deaminase inhibitor,ADA|PDE2A
ST687,Adenosine receptor antagonist,ADORA1
ST688,Farnesyltransferase inhibitor,FNTB|FNTA
ST689,Glucosyltransferase inhibitor,UGCG|ASAH1
ST690,Glutamate receptor antagonist,GRM1
ST691,Glutamate receptor antagonist,GRM1
ST692,Glutamate receptor antagonist,GRM5
ST693,Glutamate receptor antagonist,GRM5
ST694,MAP kinase phosphatase inhibitor|Protein phosphatase inhibitor,MAPK3|DUSP1|DUSP6
ST695,Serotonin receptor antagonist,HTR1A
ST696,Serotonin receptor antagonist|Adrenergic receptor antagonist,HTR1A|HTR1B
ST697,Adrenergic receptor antagonist,ADRB2|ADRB1
ST698,N-type calcium channel blocker,CACNA1B
ST699,Purinergic receptor antagonist,P2RY1
ST700,Smoothened receptor antagonist,SMO
ST701,Nitric oxide synthase inhibitor,NOS2|NOS1
ST702,Adenosylhomocysteinase inhibitor,AHCY
ST703,Aldehyde dehydrogenase activator,ALDH2
ST704,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST705,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST706,Acetylcholine receptor antagonist,CHRNA2
ST707,Aryl hydrocarbon receptor agonist,AHR
ST708,Dihydrofolate reductase inhibitor,DHFR
ST709,Aryl hydrocarbon receptor antagonist,AHR
ST710,Histone lysine demethylase inhibitor,KDM4E
ST711,Kinesin-like spindle protein inhibitor,KIF11
ST712,Sphingosine N acyltransferase inhibitor,CERS1
ST713,Phosphoinositide dependent kinase inhibitor,PDPK1
